PB_IDX,LI_IDX,EX_IDX,PB_NUM,PB_QUES,PB_DETAIL,PB_CHOI1,PB_CHOI2,PB_CHOI3,PB_CHOI4,PB_ANS,PB_SOLU,PB_CR,TOPIC_IDX
23,1,1,23,소프트웨어 품질 측정을 위해 개발자 관점에서 고려해야 할 항목으로 거리가 먼 것은?,,정확성,무결성,사용성,간결성,4,"소프트웨어 품질을 측정할 때 개발자는 여러 가지 요소를 고려합니다.  정확성은 소프트웨어가 올바른 결과를 내는지, 무결성은 소프트웨어가 의도하지 않은 변경이나 손상으로부터 안전한지를, 사용성은 사용자가 얼마나 쉽고 편리하게 소프트웨어를 사용할 수 있는지를 나타냅니다.  하지만 간결성은 개발자 관점에서 코드의 길이가 짧고 효율적인지를 의미하는데, 소프트웨어 품질 측정의 주요 목표는 사용자에게 좋은 경험을 제공하는 것이지, 개발자의 코딩 스타일을 평가하는 것이 아닙니다.  따라서 사용자 관점에서의 품질 요소인 정확성, 무결성, 사용성과 달리 간결성은 개발자의 편의성에 초점을 맞춘 항목이므로 소프트웨어 품질 측정에서 개발자 관점으로 고려해야 할 항목으로는 적절하지 않습니다.  결론적으로 소프트웨어의 품질은 사용자의 만족도를 최우선으로 고려해야 하며, 간결성은 개발 효율성과 관련된 요소이므로  소프트웨어 품질 측정 항목으로는 적합하지 않습니다.",63,17
24,1,1,24,인터페이스 구현 검증도구 중 아래에서 설명하는 것은?,https://www.cbtbank.kr/images/iz/iz20200606/iz20200606m24.gif,xUnit,STAF,FitNesse,RubyNode,2,"문제에서 설명하는 검증 도구는 서비스 호출이나 컴포넌트 재사용 등 다양한 환경을 지원하는 테스트 프레임워크이며, 각 테스트 대상 분산 환경에 데몬을 사용하여 테스트를 자동화하는 특징을 가지고 있습니다.  이러한 특징들을 종합적으로 고려했을 때, STAF(Software Testing Automation Framework)가 가장 적합한 설명입니다. STAF는 분산 환경에서의 자동화된 테스트를 지원하는 프레임워크로, 다양한 플랫폼과 환경에서 테스트를 수행할 수 있도록 설계되었으며, 데몬을 이용하여 테스트 대상 시스템과 통신하고 테스트를 관리합니다.  다른 선택지들은 STAF와 같은 분산 환경 지원 및 자동화 테스트 기능을 제공하지 않거나, 그 기능이 STAF만큼 포괄적이지 않습니다. 따라서 문제에서 제시된 설명에 가장 부합하는 것은 STAF입니다.",64,24
25,1,1,25,EAI(Enterprise Application Integration)의 구축 유형으로 옳지 않은 것은?,,Point-to-Point,Hub&Spoke,Message Bus,Tree,4,"EAI(Enterprise Application Integration)는 여러 기업 애플리케이션들을 서로 연결하고 통합하여 데이터와 프로세스를 공유할 수 있도록 하는 기술입니다.  문제에서는 EAI 구축 유형 중 옳지 않은 것을 고르라고 했습니다.  Point-to-Point는 각 애플리케이션을 개별적으로 연결하는 방식이고, Hub&Spoke는 중앙 허브를 통해 여러 애플리케이션을 연결하는 방식이며, Message Bus는 메시지를 중개하는 방식으로 애플리케이션 간 통신을 처리합니다. 이 세 가지 방식은 모두 실제로 사용되는 EAI 구축 유형입니다.  반면에 Tree 구조는 계층적인 구조를 의미하는데, EAI 시스템에서 모든 애플리케이션이 계층적으로 연결되는 구조는 일반적이지 않고 효율적이지도 않습니다.  EAI는 여러 애플리케이션 간의 유연하고 효율적인 통합을 목표로 하기 때문에, Tree 구조처럼 엄격한 계층 구조는 적합하지 않습니다. 따라서 Tree 구조는 EAI 구축 유형으로 적절하지 않은 선택지입니다.  다양한 애플리케이션의 상호작용을 고려할 때, Point-to-Point 방식은 복잡성이 증가하고 유지보수가 어려워지며, Hub&Spoke 방식은 중앙 허브에 대한 의존도가 높아지고 단일 지점 장애의 위험이 있습니다. Message Bus 방식은 이러한 문제점을 어느 정도 해결할 수 있지만, Tree 구조는 애플리케이션 간의 관계를 효율적으로 표현하지 못합니다.  결론적으로,  제시된 선택지 중 Tree 구조는 EAI 구축 유형으로 적합하지 않습니다.",73,10
26,1,1,26,다음 트리를 전위 순회(preorder traversal)한 결과는?,https://www.cbtbank.kr/images/iz/iz20200606/iz20200606m26.gif,+*AB/*CDE,AB/C*D*E+,A/B*C*D+E,+**/ABCDE,4,"이 문제는 트리 자료구조를 전위 순회(preorder traversal)하는 방법을 묻고 있습니다. 전위 순회란, 트리를 순회하는 방법 중 하나로,  먼저 루트 노드를 방문하고, 그 다음 왼쪽 서브트리를 순회한 후, 마지막으로 오른쪽 서브트리를 순회하는 방식입니다.  주어진 트리를 살펴보면 루트 노드는 '+' 입니다. 따라서 '+'를 먼저 방문합니다. 그 다음 왼쪽 서브트리('*')를 순회해야 하는데, 이 서브트리도 전위 순회 방식을 따라야 합니다.  '*' 노드를 방문하고, 그 왼쪽 서브트리('*')를 순회합니다.  이 서브트리의 루트는 '*'이고, 왼쪽 자식은 'A', 오른쪽 자식은 'B'이므로 'A'를 먼저 방문하고 'B'를 방문합니다. 그 다음 '*' 노드의 오른쪽 서브트리('C')를 방문합니다. 이제 '+' 노드의 오른쪽 서브트리('E')를 방문합니다. 따라서 전체 순회 결과는 '+ * * A B C E' 가 됩니다.  이를 표현한 것이 정답입니다.  쉽게 말해, 트리를 위에서부터 아래로, 왼쪽에서 오른쪽으로 차례대로 방문하는 방식이라고 생각하면 됩니다.",79,11
27,1,1,27,인터페이스 보안을 위해 네트워크 영역에 적용될 수 있는 솔루션과 거리가 먼 것은?,,IPSec,SMTP,SSL,S-HTTP,2,"이 문제는 인터페이스 보안을 위해 네트워크 영역에 적용될 수 있는 솔루션을 묻고 있습니다.  네트워크를 통해 데이터를 주고받을 때 안전하게 보호하는 기술들이 여러 가지 있는데,  정답으로 제시된 옵션은 네트워크 통신의 보안을 담당하지 않는,  다른 목적으로 사용되는 프로토콜입니다.  나머지 옵션들은 모두 네트워크 상에서 데이터를 안전하게 전송하기 위한 보안 프로토콜입니다.  IPSec은 IP 패킷을 암호화하여 네트워크를 통해 전송하는 프로토콜이고, SSL(Secure Sockets Layer)과 S-HTTP(Secure Hypertext Transfer Protocol)는 웹 통신에서 데이터를 안전하게 전송하기 위해 사용되는 프로토콜입니다.  반면에 문제에서 정답으로 제시된 것은 이메일 전송 프로토콜로,  네트워크 보안을 위한 목적으로 설계되지 않았습니다. 따라서 네트워크 영역의 인터페이스 보안과는 거리가 먼 솔루션입니다.  쉽게 말해,  집의 현관문(네트워크)을 튼튼하게 지키는 방법(인터페이스 보안)을 묻는 질문에,  우편함(이메일 전송 프로토콜)을 언급하는 것은 적절하지 않은 것과 같습니다.",77,56
28,1,1,28,평가 점수에 따른 성적부여는 다음 표와 같다. 이를 구현한 소프트웨어를 경계값 분석 기법으로 테스트 하고자 할 때 다음 중 테스트 케이스의 입력 값으로 옳지 않은 것은?,https://www.cbtbank.kr/images/iz/iz20200606/iz20200606m28.gif,59,80,90,101,3,"이 문제는 소프트웨어 테스트 기법 중 하나인 경계값 분석을 이해하고 있는지 묻는 문제입니다. 경계값 분석은 입력값의 경계선에 해당하는 값들을 테스트 케이스로 사용하여 프로그램의 오류를 찾는 기법입니다.  문제에서 주어진 성적 부여 기준표를 보면, 각 성적 등급의 경계값은 59, 60, 79, 80, 100입니다.  경계값 분석에서는 이러한 경계값들을 테스트 케이스로 사용하여 프로그램이 경계값에서도 정상적으로 동작하는지 확인해야 합니다.  따라서 59, 60, 79, 80, 100은 모두 테스트 케이스로 적합한 입력값입니다.  하지만 주어진 선택지 중 하나는 이러한 경계값 범위를 벗어나 있습니다.  이 값은 프로그램이 예상치 못한 동작을 할 가능성이 높으므로,  테스트 케이스로 적합하지 않습니다.  결론적으로, 경계값 분석의 목적은 프로그램의 경계값에서의 동작을 검증하는 것이므로, 경계값 범위를 벗어난 값은 테스트 케이스로 적절하지 않습니다.",77,19
29,1,1,29,반정규화(Denormalization) 유형중 중복 테이블을 추가하는 방법에 해당하지 않는 것은?,,빌드 테이블의 추가,집계 테이블의 추가,진행 테이블의 추가,특정 부분만을 포함하는 테이블의 추가,1,"반정규화는 데이터베이스의 성능을 향상시키기 위해 정규화된 데이터베이스를 의도적으로 비정규화하는 기법입니다.  중복 데이터를 허용하여 데이터베이스 조회 속도를 높이는 것이 목표죠.  문제에서 묻고 있는 것은 중복 테이블을 추가하는 방법 중 해당하지 않는 것인데,  '빌드 테이블', '집계 테이블', '진행 테이블'은 모두 특정 목적을 위해 중복 데이터를 포함하는 테이블을 추가하는 반정규화 기법의 예시입니다.  하지만 '특정 부분만을 포함하는 테이블의 추가'는 반정규화의 목적과는 다소 다릅니다.  반정규화는 데이터 중복을 통해 성능을 개선하는 것이 주 목적이지만,  '특정 부분만 포함하는 테이블'은 오히려 데이터의 중복을 줄이거나 특정 부분에 대한 접근성을 높이기 위한 목적으로 추가될 수 있습니다.  따라서 데이터 중복을 통한 성능 향상이라는 반정규화의 핵심 목표와는 부합하지 않는 선택지가 정답이 되는 것입니다.  쉽게 말해, 반정규화는 데이터를 여러 곳에 복사해서 조회 속도를 높이는 건데, 특정 부분만 뽑아서 새로운 테이블을 만드는 것은 데이터 중복을 위한 것이 아니기 때문입니다.",47,33
30,1,1,30,ISO/IEC 9126의 소프트웨어 품질 특성 중 기능성(Functionlity)의 하위 특성으로 옳지 않은 것은?,,학습성,적합성,정확성,보안성,1,"ISO/IEC 9126는 소프트웨어의 품질을 평가하기 위한 국제 표준입니다.  이 표준에서는 소프트웨어 품질을 기능성, 신뢰성, 사용성, 효율성, 유지보수성, 이식성의 6가지 주요 특성으로 분류하고, 각 특성은 다시 여러 하위 특성으로 세분화합니다.  문제에서 묻고 있는 기능성은 소프트웨어가 얼마나 정확하고, 완벽하게 요구된 기능을 수행하는지를 나타내는 특성입니다.  정확성, 적합성 등은 소프트웨어가 의도된 대로 정확하게 작동하고, 사용자의 요구사항을 충족하는지에 대한 측면을 평가하는 하위 특성들입니다.  반면에,  학습성은 소프트웨어를 처음 접하는 사용자가 얼마나 쉽게 사용법을 익힐 수 있는지를 나타내는 사용성의 하위 특성입니다.  보안성은 소프트웨어가 무단 접근이나 변경으로부터 안전하게 데이터를 보호하는 능력을 나타내는 신뢰성의 하위 특성입니다. 따라서, 기능성의 하위 특성으로 보기 어울리지 않는 것은 학습성과 보안성 중 하나입니다.  학습성은 사용성과 관련된 개념이고, 보안성은 신뢰성과 관련된 개념이기 때문에 기능성과는 직접적인 관련이 없습니다.  따라서 문제의 정답은 학습성입니다.",61,17
31,1,1,31,다음 트리의 차수(degree)와 단말 노드(terminal node)의 수는?,https://www.cbtbank.kr/images/iz/iz20200606/iz20200606m31.gif,"차수: 4, 단말 노드: 4","차수: 2, 단말 노드: 4","차수: 4, 단말 노드: 8","차수: 2, 단말 노드: 8",2,"문제에서 제시된 트리는 계층적인 구조를 가지고 있습니다.  트리에서 각 노드는 가지(branch)를 통해 다른 노드와 연결되는데,  '차수(degree)'는 각 노드가 가지고 있는 자식 노드의 개수를 의미합니다.  루트 노드 A는 두 개의 자식 노드(B, C)를 가지고 있고, 노드 B는 하나의 자식 노드(D)를, 노드 C는 두 개의 자식 노드(E, F)를 가지고 있습니다. 노드 E는 두 개의 자식 노드(G, H)를 가지고 있습니다.  트리의 차수는 각 노드의 차수 중 가장 큰 값으로 정의되는 것이 아니라,  **각 노드의 자식 노드의 수 중 최댓값**으로 정의됩니다. 따라서 이 트리에서 가장 많은 자식 노드를 가진 노드는 A, C, E 노드로 2개의 자식 노드를 가지고 있으므로 트리의 차수는 2가 됩니다.",72,11
32,1,1,32,디지털 저작권 관리(DRM)의 기술 요소가 아닌 것은?,,크랙 방지 기술,정책 관리 기술,암호화 기술,방화벽 기술,4,"디지털 저작권 관리(DRM)은 디지털 콘텐츠의 저작권을 보호하기 위한 기술입니다.  쉽게 말해,  내가 만든 음악이나 영화를 함부로 복사하거나 불법으로 유통하는 것을 막기 위한 기술이죠.  문제에서 제시된 선택지들을 살펴보면, 콘텐츠의 불법 복제를 막는 '크랙 방지 기술'이나, 콘텐츠 접근 권한을 제어하는 '암호화 기술', 그리고 DRM 시스템 자체의 운영 및 권한 관리를 위한 '정책 관리 기술'은 모두 DRM의 핵심적인 기술 요소입니다.  반면 '방화벽 기술'은 외부의 불법적인 접근을 차단하는 네트워크 보안 기술로,  DRM 시스템의 보안을 강화하는 데 도움을 줄 수는 있지만,  DRM의 핵심 기능 자체는 아닙니다.  DRM은 콘텐츠 자체의 보호에 초점을 맞추는 반면, 방화벽은 네트워크 전체의 보안에 초점을 맞추기 때문입니다. 따라서 DRM의 기술적 요소로 볼 수 없는 것은 방화벽 기술입니다.",77,16
